MSSV,HoTenSV,GioiTinh,MaLop,Email,DoB,TrangThai,CCCD,SDT
20230366,LÊ THỊ TRÀ GIANG,Nu,IT-E7-K68-03,giang.ltt230366@sis.hust.edu.vn,2005-10-20,1,089082366869,0915137341
20230368,NGUYỄN TRƯỜNG GIANG,Nam,IT-E7-K68-03,giang.nt230368@sis.hust.edu.vn,2005-04-17,1,489619983816,0999397971
20230369,PHẠM THỊ GIANG,Nu,IT-E7-K68-04,giang.pt230369@sis.hust.edu.vn,2005-06-21,1,501038667281,0952325421
20230370,TRIỆU VÂN GIANG,Nu,IT-E7-K68-04,giang.tv230370@sis.hust.edu.vn,2005-03-22,1,113155100600,0999601289
20230371,BÙI NGỌC HÀ,Nu,IT-E7-K68-04,ha.bn230371@sis.hust.edu.vn,2005-12-07,1,640599182472,0921495727
20230372,CAO NHẬT HÀ,Nu,IT-E7-K68-04,ha.cn230372@sis.hust.edu.vn,2005-07-29,1,152988838174,0912007240
20230373,CAO THỊ THU HÀ,Nu,IT-E7-K68-04,ha.ctt230373@sis.hust.edu.vn,2005-07-01,1,141395559666,0934676060
20230376,TRẦN NGỌC HÀ,Nu,IT-E7-K68-04,ha.tn230376@sis.hust.edu.vn,2005-01-29,1,309616366689,0950780005
20230377,VŨ NGUYỄN THÁI HÀ,Nu,IT-E7-K68-04,ha.vnt230377@sis.hust.edu.vn,2005-05-03,1,610151206711,0952735589
20230378,VŨ THỊ VIỆT HÀ,Nu,IT-E7-K68-04,ha.vtv230378@sis.hust.edu.vn,2005-04-26,1,806325903913,0944956185
20230382,PHẠM MINH HẢI,Nam,IT-E7-K68-04,hai.pm230382@sis.hust.edu.vn,2003-02-20,1,828831590552,0979547242
20230384,NGUYỄN THỊ HẰNG,Nu,IT-E7-K68-04,hang.nt230384@sis.hust.edu.vn,2005-07-06,1,490867361883,0906791957
20230385,PHẠM NHẬT HẰNG,Nu,IT-E7-K68-04,hang.pn230385@sis.hust.edu.vn,2005-08-25,1,866995837415,0913122048
20230387,NGUYỄN THỊ HẠNH,Nu,IT-E7-K68-04,hanh.nt230387@sis.hust.edu.vn,2005-01-03,1,055114930546,0988191323
20230388,LÊ THU HIỀN,Nu,IT-E7-K68-04,hien.lt230388@sis.hust.edu.vn,2005-03-23,1,244221420254,0957536742
20230389,NGUYỄN THANH HIỀN,Nu,IT-E7-K68-04,hien.nt230389@sis.hust.edu.vn,2005-10-28,1,144172886520,0999476219
20230390,PHAN QUANG HIỆP,Nam,IT-E7-K68-04,hiep.pq230390@sis.hust.edu.vn,2005-09-29,1,541292338204,0972217514
20230391,HOÀNG MINH HIẾU,Nam,IT-E7-K68-04,hieu.hm230391@sis.hust.edu.vn,2005-09-20,1,986998723807,0976846822
20230398,BÙI THỊ BÍCH HỒNG,Nu,IT-E7-K68-04,hong.btb230398@sis.hust.edu.vn,2005-12-18,1,881344985106,0910132028
20230399,NGUYỄN VĂN PHI HỒNG,Nam,IT-E7-K68-04,hong.nvp230399@sis.hust.edu.vn,2005-06-26,1,862566479353,0900887158
20230401,VŨ VĂN HÙNG,Nam,IT-E7-K68-04,hung.vv230401@sis.hust.edu.vn,2005-08-12,1,456658518367,0925667786
20230402,CAO QUỐC HƯNG,Nam,IT-E7-K68-04,hung.cq230402@sis.hust.edu.vn,2005-01-01,1,913413811394,0979703548
20230403,ĐINH THỊ THANH HƯƠNG,Nu,IT-E7-K68-04,huong.dtt230403@sis.hust.edu.vn,2005-08-26,1,244936027792,0983357371
20230404,ĐỖ THỊ THANH HƯƠNG,Nu,IT-E7-K68-04,huong.dtt230404@sis.hust.edu.vn,2005-05-08,1,433060502105,0966458140
20230407,NGÔ THANH HƯƠNG,Nu,IT-E7-K68-04,huong.nt230407@sis.hust.edu.vn,2005-08-05,1,023725566476,0912488363
20230408,NGUYỄN THÙY HƯƠNG,Nu,IT-E7-K68-04,huong.nt230408@sis.hust.edu.vn,2005-09-14,1,553241520703,0939155672
20230410,HOÀNG THỊ HƯỜNG,Nu,IT-E7-K68-04,huong.ht230410@sis.hust.edu.vn,2005-03-07,1,298059071691,0931562522
20230411,HỒ QUANG HUY,Nam,IT-E7-K68-04,huy.hq230411@sis.hust.edu.vn,2005-11-27,1,683948952410,0947286911
20230413,TRỊNH TIẾN HUY,Nam,IT-E7-K68-04,huy.tt230413@sis.hust.edu.vn,2005-09-25,1,312498727173,0914388633
20230414,NGUYỄN THỊ MINH HUYỀN,Nu,IT-E7-K68-04,huyen.ntm230414@sis.hust.edu.vn,2005-09-13,1,781935521198,0947801863
20230415,LƯƠNG THỊ NGỌC KHÁNH,Nu,IT-E7-K68-04,khanh.ltn230415@sis.hust.edu.vn,2005-07-15,1,044286634814,0978737730
20230418,NGUYỄN VÂN KHÁNH,Nu,IT-E7-K68-05,khanh.nv230418@sis.hust.edu.vn,2005-05-20,1,804026647288,0965800135
20230424,TRIỆU LÊ THỊ KIỀU,Nu,IT-E7-K68-05,kieu.tlt230424@sis.hust.edu.vn,2005-11-15,1,877926861753,0941563027
20230425,NGUYỄN NGỌC LAN,Nu,IT-E7-K68-05,lan.nn230425@sis.hust.edu.vn,2005-09-12,1,444370824326,0997496332
20230426,PHAN NGỌC LAN,Nu,IT-E7-K68-05,lan.pn230426@sis.hust.edu.vn,2005-02-10,1,541704183017,0978363097
20230428,ĐỖ DIỆU LINH,Nu,IT-E7-K68-04,linh.dd230428@sis.hust.edu.vn,2005-06-28,1,293042335000,0911431879
20230431,LÊ HOA KHÁNH LINH,Nu,IT-E7-K68-04,linh.lhk230431@sis.hust.edu.vn,2005-06-07,1,692466994461,0911937862
20230432,LÊ THỊ PHƯƠNG LINH,Nu,IT-E7-K68-04,linh.ltp230432@sis.hust.edu.vn,2005-09-23,1,519492156356,0923932494
20230433,NGUYỄN HOÀI LINH,Nu,IT-E7-K68-04,linh.nh230433@sis.hust.edu.vn,2005-05-14,1,638148297218,0947276667
20230434,NGUYỄN LÊ KHÁNH LINH,Nu,IT-E7-K68-05,linh.nlk230434@sis.hust.edu.vn,2005-09-19,1,449388516554,0982864258
20230439,NGUYỄN THỊ THÙY LINH,Nu,IT-E7-K68-05,linh.ntt230439@sis.hust.edu.vn,2005-02-25,1,795047416160,0948930935
20230440,NGUYỄN THÙY LINH,Nu,IT-E7-K68-05,linh.nt230440@sis.hust.edu.vn,2005-05-30,1,061404534672,0983909465
20230442,PHAN THỊ NGỌC LINH,Nu,IT-E7-K68-05,linh.ptn230442@sis.hust.edu.vn,2005-09-14,1,011259689937,0953901452
20230443,TRẦN DIỆU LINH,Nu,IT-E7-K68-05,linh.td230443@sis.hust.edu.vn,2005-08-02,1,661293573362,0968942433
20230445,TRỊNH DIỆU LINH,Nu,IT-E7-K68-05,linh.td230445@sis.hust.edu.vn,2005-06-14,1,463240961044,0924793184
20230446,ĐẶNG MAI LOAN,Nu,IT-E7-K68-04,loan.dm230446@sis.hust.edu.vn,2005-03-11,1,849936376186,0950588637
20230447,ĐỖ TIẾN LUẬN,Nam,IT-E7-K68-04,luan.dt230447@sis.hust.edu.vn,2005-01-10,1,979622774738,0938045478
20230448,LẠI ĐẮC LỰC,Nam,IT-E7-K68-04,luc.ld230448@sis.hust.edu.vn,2005-06-30,1,963405610959,0967566374
20230450,NGUYỄN THỊ CẨM LY,Nu,IT-E7-K68-05,ly.ntc230450@sis.hust.edu.vn,2005-12-22,1,488101912185,0941351836
20230451,LÊ THỊ NGỌC MAI,Nu,IT-E7-K68-04,mai.ltn230451@sis.hust.edu.vn,2005-05-23,1,603286109495,0977587548
20230453,NGUYỄN THỊ THANH MAI,Nu,IT-E7-K68-05,mai.ntt230453@sis.hust.edu.vn,2004-05-27,1,069519147341,0901996930
20230454,NGUYỄN XUÂN MAI,Nu,IT-E7-K68-05,mai.nx230454@sis.hust.edu.vn,2005-02-25,1,891289090636,0939653758
20230455,THẠCH NGỌC MAI,Nu,IT-E7-K68-05,mai.tn230455@sis.hust.edu.vn,2005-07-12,1,308820672620,0935449064
20230457,GIÁP THỊ MẾN,Nu,IT-E7-K68-04,men.gt230457@sis.hust.edu.vn,2005-01-21,1,845991240670,0916648429
20230458,CAO THỊ MINH,Nu,IT-E7-K68-04,minh.ct230458@sis.hust.edu.vn,2005-04-30,1,294447795762,0997278611
20230459,DOÃN NHẬT MINH,Nu,IT-E7-K68-04,minh.dn230459@sis.hust.edu.vn,2005-09-04,1,980587230045,0998457782
20230460,NGUYỄN BẢO MINH,Nam,IT-E7-K68-04,minh.nb230460@sis.hust.edu.vn,2005-07-31,1,981127485615,0995190397
20230461,NGUYỄN BẢO MINH,Nam,IT-E7-K68-04,minh.nb230461@sis.hust.edu.vn,2005-12-16,1,816137432880,0922497527
20230462,PHẠM VĂN MINH,Nam,IT-E7-K68-05,minh.pv230462@sis.hust.edu.vn,2005-08-10,1,676464130800,0970739484
20230463,NGUYỄN TRÀ MY,Nu,IT-E7-K68-05,my.nt230463@sis.hust.edu.vn,2005-06-10,1,507581865887,0941572482
20230464,NGUYỄN THỊ MỸ,Nu,IT-E7-K68-05,my.nt230464@sis.hust.edu.vn,2005-01-27,1,555878551263,0953221831
20230465,NGUYỄN HOÀI NAM,Nam,IT-E7-K68-05,nam.nh230465@sis.hust.edu.vn,2005-07-07,1,993455957615,0937062487
20230469,LÊ TRỌNG NGHĨA,Nam,IT-E7-K68-04,nghia.lt230469@sis.hust.edu.vn,2005-08-17,1,872756509923,0925190796
20230470,PHAN ĐOÀN MINH NGHĨA,Nu,IT-E7-K68-05,nghia.pdm230470@sis.hust.edu.vn,2005-08-31,1,641270346605,0945062785
20230471,LƯƠNG THỊ NGỌC,Nu,IT-E7-K68-05,ngoc.lt230471@sis.hust.edu.vn,2005-05-12,1,329328272798,0929475782
20230472,NGÔ BẢO NGỌC,Nu,IT-E7-K68-05,ngoc.nb230472@sis.hust.edu.vn,2005-10-07,1,485804340323,0954474825
20230473,PHẠM MINH NGỌC,Nu,IT-E7-K68-05,ngoc.pm230473@sis.hust.edu.vn,2005-08-14,1,266328287558,0969739670
20230474,TRẦN MINH NGỌC,Nam,IT-E7-K68-05,ngoc.tm230474@sis.hust.edu.vn,2005-06-13,1,687998677313,0934780331
20230475,NGUYỄN THỊ NGUYỆT,Nu,IT-E7-K68-05,nguyet.nt230475@sis.hust.edu.vn,2005-06-14,1,675020557525,0933169288
20230476,TRẦN THỊ NHÀI,Nu,IT-E7-K68-05,nhai.tt230476@sis.hust.edu.vn,2005-02-21,1,633402773769,0917193525
20230477,PHẠM MINH NHẬT,Nam,IT-E7-K68-05,nhat.pm230477@sis.hust.edu.vn,2005-08-06,1,959467960483,0928153408
20230478,LÊ THỊ NHI,Nu,IT-E7-K68-05,nhi.lt230478@sis.hust.edu.vn,2004-02-21,1,529266561874,0980173059
20230479,THÁI THỊ YẾN NHI,Nu,IT-E7-K68-05,nhi.tty230479@sis.hust.edu.vn,2005-05-17,1,420853307862,0969907479
20230481,TRỊNH THỊ VÂN NHI,Nu,IT-E7-K68-05,nhi.ttv230481@sis.hust.edu.vn,2005-06-19,1,232814069122,0906684599
20230482,VŨ THỊ YẾN NHI,Nu,IT-E7-K68-05,nhi.vty230482@sis.hust.edu.vn,2005-09-01,1,635787819172,0997840112
20230483,NGUYỄN THỊ QUỲNH NHƯ,Nu,IT-E7-K68-05,nhu.ntq230483@sis.hust.edu.vn,2005-12-25,1,984642218784,0998800773
20230486,PHẠM THỊ KIM OANH,Nu,IT-E7-K68-05,oanh.ptk230486@sis.hust.edu.vn,2005-10-28,1,986112060943,0996653712
20230487,NGUYỄN BÙI GIA PHÁI,Nam,IT-E7-K68-05,phai.nbg230487@sis.hust.edu.vn,2005-09-23,1,874349465476,0947213598
20230488,NGUYỄN NAM PHONG,Nam,IT-E7-K68-05,phong.nn230488@sis.hust.edu.vn,2005-08-28,1,737631572166,0927174992
20230490,LÊ THỊ PHƯƠNG,Nu,IT-E7-K68-05,phuong.lt230490@sis.hust.edu.vn,2005-04-22,1,145854958468,0991402503
20230491,NGUYỄN THANH PHƯƠNG,Nu,IT-E7-K68-05,phuong.nt230491@sis.hust.edu.vn,2005-06-13,1,132560338017,0992072661
20230494,NGUYỄN THÀNH QUANG,Nam,IT-E7-K68-05,quang.nt230494@sis.hust.edu.vn,2005-08-15,1,205952072707,0926758056
20230495,ĐINH NGỌC QUÝ,Nam,IT-E7-K68-05,quy.dn230495@sis.hust.edu.vn,2005-04-07,1,720046615898,0979749142
20230497,NGUYỄN XUÂN QUYẾT,Nam,IT-E7-K68-05,quyet.nx230497@sis.hust.edu.vn,2005-11-20,1,827317324306,0974411236
20230499,PHẠM THỊ DIỄM QUỲNH,Nu,IT-E7-K68-05,quynh.ptd230499@sis.hust.edu.vn,2005-04-06,1,238609895332,0996071240
20230501,NGUYỄN HẢI SƠN,Nam,IT-E7-K68-05,son.nh230501@sis.hust.edu.vn,2005-10-30,1,087732369161,0955652466
20230502,PHẠM NGỌC SƠN,Nam,IT-E7-K68-05,son.pn230502@sis.hust.edu.vn,2005-10-25,1,519426232687,0992755720
20230503,PHẠM THANH SƠN,Nam,IT-E7-K68-05,son.pt230503@sis.hust.edu.vn,2005-01-24,1,079507375210,0961486528
20230505,NGUYỄN ĐÌNH TÂM,Nam,IT-E7-K68-05,tam.nd230505@sis.hust.edu.vn,2003-10-10,1,835804311405,0933442574
20230506,TRẦN HUY THÁI,Nam,IT-E7-K68-05,thai.th230506@sis.hust.edu.vn,2005-12-19,1,164715816420,0982030188
20230509,ĐÀM THỊ PHƯƠNG THANH,Nu,IT-E7-K68-05,thanh.dtp230509@sis.hust.edu.vn,2005-04-10,1,607361985936,0957590431
20230514,NGUYỄN PHƯƠNG THẢO,Nu,IT-E7-K68-05,thao.np230514@sis.hust.edu.vn,2005-10-27,1,057435661607,0955946538
20230515,NGUYỄN PHƯƠNG THẢO,Nu,IT-E7-K68-05,thao.np230515@sis.hust.edu.vn,2005-02-17,1,625019973726,0944670374
20230516,TƯỜNG THU THẢO,Nu,IT-E7-K68-05,thao.tt230516@sis.hust.edu.vn,2005-07-02,1,358458822926,0945218291
20230517,HỒ MẠNH THẾ,Nam,IT-E7-K68-05,the.hm230517@sis.hust.edu.vn,2005-11-22,1,185538148680,0957114202
20230518,NGUYỄN HƯNG THỊNH,Nam,IT-E7-K68-05,thinh.nh230518@sis.hust.edu.vn,2005-07-09,1,299095695185,0978205244
20230519,HOÀNG HOÀI THU,Nu,IT1-K68-01,thu.hh230519@sis.hust.edu.vn,2005-01-14,1,012975147006,0971871844
20230520,NGUYỄN THỊ THU,Nu,IT1-K68-01,thu.nt230520@sis.hust.edu.vn,2005-01-20,1,554666813048,0961717876
20230521,VŨ LÊ ANH THƯ,Nu,IT1-K68-01,thu.vla230521@sis.hust.edu.vn,2005-05-14,1,421893401464,0925793075
20230522,PHẠM MINH THUẬN,Nam,IT1-K68-01,thuan.pm230522@sis.hust.edu.vn,2005-08-31,1,023973586991,0934607570
20230523,NGUYỄN THỊ THƯƠNG,Nu,IT1-K68-01,thuong.nt230523@sis.hust.edu.vn,2005-08-22,1,658457816260,0925406198
20230524,HOÀNG LỆ THUỶ,Nu,IT1-K68-01,thuy.hl230524@sis.hust.edu.vn,2005-03-15,1,294936502627,0971249659
20230526,DƯƠNG ANH TOÀN,Nam,IT-EP-K68-05,toan.da230526@sis.hust.edu.vn,2005-09-18,1,677673480173,0925087765
20230530,LÊ THỊ HUYỀN TRANG,Nu,IT1-K68-01,trang.lth230530@sis.hust.edu.vn,2005-12-28,1,221367876251,0935420644
20230531,NGUYỄN LÊ THU TRANG,Nu,IT1-K68-01,trang.nlt230531@sis.hust.edu.vn,2005-09-25,1,106928603823,0947202372
20230532,NGUYỄN THÙY TRANG,Nu,IT1-K68-01,trang.nt230532@sis.hust.edu.vn,2005-01-12,1,039332862980,0978059315
20230533,PHAN THU TRANG,Nu,IT1-K68-01,trang.pt230533@sis.hust.edu.vn,2005-02-24,1,784967238814,0958305674
20230535,VŨ THỊ THÙY TRANG,Nu,IT1-K68-01,trang.vtt230535@sis.hust.edu.vn,2004-12-07,1,560382047258,0905274002
20230537,NGUYỄN CẨM TÚ,Nu,IT1-K68-01,tu.nc230537@sis.hust.edu.vn,2005-10-15,1,582554025186,0975455007
20230538,NGUYỄN THANH TUẤN,Nam,IT1-K68-01,tuan.nt230538@sis.hust.edu.vn,2005-01-19,1,025088329822,0986179145
20230539,VŨ TRỌNG NGỌC TUẤN,Nam,IT1-K68-01,tuan.vtn230539@sis.hust.edu.vn,2005-05-10,1,233692316556,0958308724
20230541,BÙI PHƯƠNG UYÊN,Nu,IT-EP-K68-05,uyen.bp230541@sis.hust.edu.vn,2005-07-18,1,214359322762,0932253489
20230542,NGUYỄN THỊ PHƯƠNG UYÊN,Nu,IT1-K68-01,uyen.ntp230542@sis.hust.edu.vn,2005-11-26,1,969596560084,0988037813
20230544,NGUYỄN THỊ KHÁNH VÂN,Nu,IT1-K68-01,van.ntk230544@sis.hust.edu.vn,2005-11-24,1,493101013352,0982437069
20230545,NGUYỄN QUANG VIỆT,Nam,IT1-K68-01,viet.nq230545@sis.hust.edu.vn,2005-07-05,1,642550489532,0973964037
20230546,NGUYỄN QUANG VINH,Nam,IT1-K68-01,vinh.nq230546@sis.hust.edu.vn,2005-01-19,1,770550457547,0963383118
20230548,LÊ TRẦN TƯỜNG VY,Nu,IT1-K68-01,vy.ltt230548@sis.hust.edu.vn,2005-04-16,1,857504564204,0938602930
20230549,MAI HẠ VY,Nu,IT1-K68-01,vy.mh230549@sis.hust.edu.vn,2005-03-19,1,357632878569,0963007649
20230550,NGUYỄN THỊ BẢO YÊN,Nu,IT1-K68-01,yen.ntb230550@sis.hust.edu.vn,2005-05-17,1,077483891581,0949718999
20230551,HÀ KIM YẾN,Nu,IT-EP-K68-05,yen.hk230551@sis.hust.edu.vn,2005-08-09,1,253498309527,0977592160
20230554,PHẠM TRÂM ANH,Nu,IT-EP-K68-03,anh.pt230554@sis.hust.edu.vn,2005-07-11,1,119113133399,0926780087
20230555,TÔ VIỆT ANH,Nam,IT-EP-K68-03,anh.tv230555@sis.hust.edu.vn,2005-12-17,1,981665025448,0910492252
20230557,TRẦN THỊ MINH ANH,Nu,IT-EP-K68-03,anh.ttm230557@sis.hust.edu.vn,2005-03-16,1,579617559518,0958332026
20230558,TRẦN THỊ NGỌC ÁNH,Nu,IT-EP-K68-03,anh.ttn230558@sis.hust.edu.vn,2005-03-08,1,177748678417,0913878262
20230561,TRẦN KHÁNH CHI,Nu,IT-EP-K68-03,chi.tk230561@sis.hust.edu.vn,2005-10-23,1,160667130873,0938698780
20230563,NGUYỄN THÀNH ĐẠT,Nam,IT-EP-K68-03,dat.nt230563@sis.hust.edu.vn,2005-07-22,1,452937657435,0910372490
20230564,DƯƠNG PHẠM VIỆT ĐỨC,Nam,IT-EP-K68-03,duc.dpv230564@sis.hust.edu.vn,2005-02-17,1,159811590015,0948788326
20230567,LÊ TRUNG HIẾU,Nam,IT-EP-K68-03,hieu.lt230567@sis.hust.edu.vn,2005-10-29,1,959981569983,0933625809
20230571,NGUYỄN MẠNH HÙNG,Nam,IT-EP-K68-03,hung.nm230571@sis.hust.edu.vn,2005-04-30,1,801345796139,0999795472
20230572,NGUYỄN THỊ THU HUYỀN,Nu,IT-EP-K68-03,huyen.ntt230572@sis.hust.edu.vn,2005-04-07,1,585736273402,0993481721
20230574,HOÀNG KHÁNH LINH,Nu,IT-EP-K68-03,linh.hk230574@sis.hust.edu.vn,2005-12-01,1,916877305989,0977993490
20230576,TÔ THÙY LINH,Nu,IT-EP-K68-03,linh.tt230576@sis.hust.edu.vn,2005-11-08,1,149042629775,0940540846
20230577,ĐÀO NGỌC MINH,Nam,IT-EP-K68-03,minh.dn230577@sis.hust.edu.vn,2005-07-20,1,579914488438,0968334706
20230579,NGUYỄN ĐÌNH ANH MINH,Nam,IT-EP-K68-03,minh.nda230579@sis.hust.edu.vn,2005-08-23,1,676991888952,0933491828
20230581,NGUYỄN NHẬT MINH,Nam,IT-EP-K68-03,minh.nn230581@sis.hust.edu.vn,2005-05-16,1,643615770753,0921332404
20230584,HOÀNG TRANG NGÂN,Nu,IT-EP-K68-03,ngan.ht230584@sis.hust.edu.vn,2005-03-28,1,135772920340,0903889251
20230589,NGUYỄN THU PHƯƠNG,Nu,IT-EP-K68-03,phuong.nt230589@sis.hust.edu.vn,2005-12-30,1,787143826286,0981904162
20230592,TRIỆU THỊ THẢO,Nu,IT-EP-K68-04,thao.tt230592@sis.hust.edu.vn,2005-05-01,1,733776692984,0921175861
20230593,NGUYỄN THỊ THANH THU,Nu,IT-EP-K68-03,thu.ntt230593@sis.hust.edu.vn,2005-08-11,1,857463006728,0965203923
20230594,VŨ THỊ THU,Nu,IT-EP-K68-04,thu.vt230594@sis.hust.edu.vn,2005-02-20,1,687807167589,0948291817
20230595,TRẦN THỊ THỦY,Nu,IT-EP-K68-05,thuy.tt230595@sis.hust.edu.vn,2004-01-03,1,351169400244,0930709250
20230597,LÊ NGUYỄN MINH TRIẾT,Nam,IT-EP-K68-04,triet.lnm230597@sis.hust.edu.vn,2005-04-24,1,481954372936,0948849436
20230598,NGUYỄN QUANG TRUNG,Nam,IT-EP-K68-04,trung.nq230598@sis.hust.edu.vn,2005-01-06,1,996608760204,0951756072
20230600,NGUYỄN HẢI VŨ,Nam,IT-EP-K68-04,vu.nh230600@sis.hust.edu.vn,2005-08-05,1,597977364061,0943720468
20230601,HOÀNG THẢO VY,Nu,IT-EP-K68-04,vy.ht230601@sis.hust.edu.vn,2005-12-20,1,392091351926,0964884274
20230602,ĐẶNG MAI ANH,Nu,IT-EP-K68-04,anh.dm230602@sis.hust.edu.vn,2003-10-26,1,067939686652,0939317023
20230606,VŨ HỒNG TUẤN ANH,Nam,IT-EP-K68-05,anh.vht230606@sis.hust.edu.vn,2004-12-17,1,762032155657,0963065009
20230608,HOÀNG KIỀU ÁNH,Nu,IT-EP-K68-04,anh.hk230608@sis.hust.edu.vn,2005-01-02,1,867154054219,0944382000
20230612,TRẦN ĐỨC CHÍNH,Nam,IT-EP-K68-05,chinh.td230612@sis.hust.edu.vn,2005-03-08,1,617637905867,0975672953
20230613,NGUYỄN DUY CƯƠNG,Nam,IT-EP-K68-04,cuong.nd230613@sis.hust.edu.vn,2005-04-23,1,930734000104,0938348141
20230614,LÊ VĂN ĐẤU,Nam,IT-EP-K68-04,dau.lv230614@sis.hust.edu.vn,2005-05-27,1,125205125776,0947558140
20230615,ĐỖ VŨ MINH ĐỨC,Nam,IT-EP-K68-04,duc.dvm230615@sis.hust.edu.vn,2005-07-09,1,002291665414,0958471415
20230617,NGUYỄN NGỌC HÀ,Nu,IT-EP-K68-04,ha.nn230617@sis.hust.edu.vn,2005-08-14,1,916695787493,0982933651
20230619,NGUYỄN VIỆT HẢI,Nam,IT-EP-K68-04,hai.nv230619@sis.hust.edu.vn,2005-04-03,1,396595250253,0949496673
20230620,ĐỖ NGUYÊN NGỌC HÂN,Nu,IT-EP-K68-04,han.dnn230620@sis.hust.edu.vn,2005-07-30,1,285047943969,0994033955
20230623,TRỊNH THỊ VI KHANH,Nu,IT-EP-K68-05,khanh.ttv230623@sis.hust.edu.vn,2005-09-18,1,846553959740,0941175117
20230629,VŨ MAI THU NGA,Nu,IT-EP-K68-05,nga.vmt230629@sis.hust.edu.vn,2005-09-16,1,519094015955,0936021659
20230631,VŨ YẾN NHI,Nu,IT-EP-K68-05,nhi.vy230631@sis.hust.edu.vn,2005-07-02,1,243800942081,0913835496
20230632,LÊ HUYỀN PHƯƠNG,Nu,IT-EP-K68-04,phuong.lh230632@sis.hust.edu.vn,2005-07-23,1,960372032560,0938679529
20230635,ĐỖ THANH THẢO,Nu,IT-EP-K68-04,thao.dt230635@sis.hust.edu.vn,2005-01-21,1,052860416521,0910391622
20230638,PHÙNG MINH TUẤN,Nam,IT-EP-K68-05,tuan.pm230638@sis.hust.edu.vn,2004-10-18,1,360999897458,0949325084
20231456,NGUYỄN TRUNG VÂN ANH,Nu,IT1-K68-01,anh.ntv231456@sis.hust.edu.vn,2005-07-06,1,383254579625,0943652038
20231457,NGUYỄN TUẤN ANH,Nam,IT1-K68-01,anh.nt231457@sis.hust.edu.vn,2005-05-28,1,032838212356,0985462994
20231458,TRẦN PHƯƠNG ANH,Nu,IT1-K68-01,anh.tp231458@sis.hust.edu.vn,2005-05-07,1,174635094753,0930928568
20231459,TRẦN THỊ VÂN ANH,Nu,IT1-K68-01,anh.ttv231459@sis.hust.edu.vn,2005-09-22,1,022523165701,0918475880
20231462,TRẦN GIA BÁCH,Nam,IT1-K68-01,bach.tg231462@sis.hust.edu.vn,2005-01-01,1,856224572152,0972684646
20231469,HOÀNG ĐỨC CHUNG,Nam,IT1-K68-01,chung.hd231469@sis.hust.edu.vn,2005-02-21,1,065558656179,0914725390
20231470,TRẦN LỆNH CƯƠNG,Nam,IT1-K68-01,cuong.tl231470@sis.hust.edu.vn,2005-09-02,1,539593594651,0925620628
20231471,ĐẶNG TRẦN TIẾN ĐẠT,Nam,IT-EP-K68-05,dat.dtt231471@sis.hust.edu.vn,2005-08-21,1,662250669358,0954263452
20231472,NGUYỄN ĐĂNG ĐẠT,Nam,IT1-K68-01,dat.nd231472@sis.hust.edu.vn,2005-09-01,1,726420642553,0900419967
20231473,PHẠM THỊ DOAN,Nu,IT1-K68-01,doan.pt231473@sis.hust.edu.vn,2005-11-01,1,841736460888,0919608332
20231474,NGUYỄN ANH ĐỨC,Nam,IT1-K68-01,duc.na231474@sis.hust.edu.vn,2005-10-26,1,455207250504,0968778632
20231477,NGUYỄN XUÂN DŨNG,Nam,IT1-K68-01,dung.nx231477@sis.hust.edu.vn,2005-09-19,1,073309888200,0930319050
20231479,NGUYỄN XUÂN TÙNG DƯƠNG,Nam,IT1-K68-01,duong.nxt231479@sis.hust.edu.vn,2005-08-14,1,296022897861,0957054300
20231854,LƯƠNG MINH THIỆN,Nam,IT2-K68-05,thien.lm231854@sis.hust.edu.vn,2005-05-14,1,964646342177,0911160273
20234721,NGUYỄN DUY HẢI ANH,Nam,IT-E15-K68-01,anh.ndh234721@sis.hust.edu.vn,2005-10-15,1,664074697218,0998556530
20234722,NGUYỄN HOÀNG ANH,Nam,IT-E15-K68-01,anh.nh234722@sis.hust.edu.vn,2005-11-11,1,935602444164,0972131634
20234723,NGUYỄN HOÀNG ANH,Nam,IT-E15-K68-01,anh.nh234723@sis.hust.edu.vn,2005-10-31,1,799774440750,0983492318
20234725,NGUYỄN QUANG ANH,Nam,IT-E15-K68-01,anh.nq234725@sis.hust.edu.vn,2005-08-02,1,775292653381,0937169373
20234731,NGUYỄN VIỆT ANH,Nam,IT-E15-K68-01,anh.nv234731@sis.hust.edu.vn,2005-12-02,1,532590724092,0954787245
20234732,PHẠM ĐỨC ANH,Nam,IT-E15-K68-01,anh.pd234732@sis.hust.edu.vn,2005-02-07,1,141590153930,0906433342
20234735,PHÙNG ĐỨC ANH,Nam,IT-E15-K68-01,anh.pd234735@sis.hust.edu.vn,2005-02-16,1,896896684446,0929148318
20234737,TRẦN DUY ANH,Nam,IT-E15-K68-01,anh.td234737@sis.hust.edu.vn,2005-08-06,1,766725895709,0995917995
20234738,VŨ VIỆT ANH,Nam,IT-E15-K68-01,anh.vv234738@sis.hust.edu.vn,2005-08-04,1,495722135059,0960107083
20234739,LÊ VĂN BA,Nam,IT-E15-K68-01,ba.lv234739@sis.hust.edu.vn,2005-10-20,1,518187781347,0978772644
20234740,NGUYỄN XUÂN BÁCH,Nam,IT-E15-K68-01,bach.nx234740@sis.hust.edu.vn,2005-08-04,1,384068906664,0955716523
